X,Y,Z,C
22.0785,61.8132,-2.1317,4.0000
22.0440,61.6375,-2.1317,4.0000
22.0109,61.4617,-2.1317,4.0000
21.9791,61.2858,-2.1317,4.0000
21.9487,61.1099,-2.1317,4.0000
21.9197,60.9338,-2.1317,4.0000
21.8920,60.7577,-2.1317,4.0000
21.8657,60.5815,-2.1317,4.0000
21.8408,60.4053,-2.1317,4.0000
21.8172,60.2290,-2.1317,4.0000
21.7950,60.0526,-2.1317,4.0000
21.7742,59.8761,-2.1317,4.0000
21.7547,59.6996,-2.1317,4.0000
21.7365,59.5231,-2.1317,4.0000
21.7197,59.3465,-2.1317,4.0000
21.7043,59.1699,-2.1317,4.0000
21.6902,58.9932,-2.1317,4.0000
21.6775,58.8165,-2.1317,4.0000
21.6661,58.6397,-2.1317,4.0000
21.6561,58.4629,-2.1317,4.0000
21.6474,58.2862,-2.1317,4.0000
21.6401,58.1093,-2.1317,4.0000
21.6341,57.9325,-2.1317,4.0000
21.6295,57.7557,-2.1317,4.0000
21.6262,57.5788,-2.1317,4.0000
21.6243,57.4019,-2.1317,4.0000
21.6237,57.2251,-2.1317,4.0000
21.6245,57.0482,-2.1317,4.0000
21.6266,56.8713,-2.1317,4.0000
21.6300,56.6945,-2.1317,4.0000
21.6348,56.5176,-2.1317,4.0000
21.6410,56.3408,-2.1317,4.0000
21.6485,56.1640,-2.1317,4.0000
21.6574,55.9872,-2.1317,4.0000
21.6676,55.8104,-2.1317,4.0000
21.6791,55.6337,-2.1317,4.0000
21.6921,55.4570,-2.1317,4.0000
21.7063,55.2803,-2.1317,4.0000
21.7219,55.1037,-2.1317,4.0000
21.7389,54.9271,-2.1317,4.0000
21.7572,54.7505,-2.1317,4.0000
21.7769,54.5741,-2.1317,4.0000
21.7980,54.3976,-2.1317,4.0000
21.8204,54.2212,-2.1317,4.0000
21.8441,54.0449,-2.1317,4.0000
21.8692,53.8687,-2.1317,4.0000
21.8957,53.6925,-2.1317,4.0000
21.9236,53.5164,-2.1317,4.0000
21.9528,53.3404,-2.1317,4.0000
21.9834,53.1644,-2.1317,4.0000
22.0153,52.9886,-2.1317,4.0000
22.0487,52.8128,-2.1317,4.0000
22.0834,52.6371,-2.1317,4.0000
22.1194,52.4615,-2.1317,4.0000
22.1569,52.2860,-2.1317,4.0000
22.1957,52.1106,-2.1317,4.0000
22.2359,51.9354,-2.1317,4.0000
22.2775,51.7602,-2.1317,4.0000
22.3205,51.5852,-2.1317,4.0000
22.3649,51.4103,-2.1317,4.0000
22.4107,51.2355,-2.1317,4.0000
23.6249,62.7967,-2.1317,4.0000
23.5815,62.6345,-2.1317,4.0000
23.5394,62.4721,-2.1317,4.0000
23.4986,62.3096,-2.1317,4.0000
23.4592,62.1469,-2.1317,4.0000
23.4210,61.9841,-2.1317,4.0000
23.3842,61.8212,-2.1317,4.0000
23.3487,61.6582,-2.1317,4.0000
23.3144,61.4950,-2.1317,4.0000
23.2816,61.3317,-2.1317,4.0000
23.2500,61.1683,-2.1317,4.0000
23.2197,61.0048,-2.1317,4.0000
23.1907,60.8412,-2.1317,4.0000
23.1630,60.6775,-2.1317,4.0000
23.1366,60.5138,-2.1317,4.0000
23.1115,60.3499,-2.1317,4.0000
23.0878,60.1859,-2.1317,4.0000
23.0653,60.0219,-2.1317,4.0000
23.0441,59.8578,-2.1317,4.0000
23.0242,59.6936,-2.1317,4.0000
23.0056,59.5294,-2.1317,4.0000
22.9883,59.3651,-2.1317,4.0000
22.9722,59.2008,-2.1317,4.0000
22.9575,59.0364,-2.1317,4.0000
22.9441,58.8719,-2.1317,4.0000
22.9319,58.7075,-2.1317,4.0000
22.9211,58.5429,-2.1317,4.0000
22.9115,58.3784,-2.1317,4.0000
22.9032,58.2138,-2.1317,4.0000
