X,Y,Z,C
-80.7365,18.2124,-0.7625,13.0000
-80.9786,18.1942,-0.7625,13.0000
-81.2208,18.1743,-0.7625,13.0000
-81.4630,18.1530,-0.7625,13.0000
-81.7052,18.1300,-0.7625,13.0000
-81.9476,18.1055,-0.7625,13.0000
-82.1899,18.0794,-0.7625,13.0000
-82.4324,18.0517,-0.7625,13.0000
-82.6749,18.0225,-0.7625,13.0000
-82.9175,17.9917,-0.7625,13.0000
-83.1602,17.9593,-0.7625,13.0000
-83.4029,17.9253,-0.7625,13.0000
-83.6458,17.8897,-0.7625,13.0000
-83.8887,17.8525,-0.7625,13.0000
-84.1317,17.8137,-0.7625,13.0000
-84.3749,17.7734,-0.7625,13.0000
-84.6181,17.7314,-0.7625,13.0000
-84.8614,17.6877,-0.7625,13.0000
-85.1049,17.6425,-0.7625,13.0000
-85.3484,17.5956,-0.7625,13.0000
-85.5921,17.5471,-0.7625,13.0000
-85.8359,17.4969,-0.7625,13.0000
-86.0798,17.4451,-0.7625,13.0000
-86.3238,17.3916,-0.7625,4.0000
-69.6156,17.6292,-0.9500,4.0000
-69.8625,17.6831,-0.9500,4.0000
-70.1092,17.7352,-0.9500,4.0000
-70.3558,17.7857,-0.9500,4.0000
-70.6023,17.8346,-0.9500,4.0000
-70.8486,17.8817,-0.9500,4.0000
-71.0949,17.9273,-0.9500,4.0000
-71.3411,17.9712,-0.9500,4.0000
-71.5871,18.0134,-0.9500,4.0000
-71.8330,18.0540,-0.9500,4.0000
-72.0789,18.0930,-0.9500,4.0000
-72.3246,18.1304,-0.9500,4.0000
-72.5703,18.1661,-0.9500,4.0000
-72.8159,18.2003,-0.9500,4.0000
-73.0613,18.2328,-0.9500,4.0000
-73.3067,18.2638,-0.9500,4.0000
-73.5521,18.2931,-0.9500,4.0000
-73.7973,18.3208,-0.9500,4.0000
-74.0425,18.3470,-0.9500,4.0000
-74.2877,18.3715,-0.9500,4.0000
-74.5327,18.3945,-0.9500,4.0000
-74.7777,18.4159,-0.9500,4.0000
-75.0227,18.4357,-0.9500,4.0000
-72.6353,16.2362,-0.9500,4.0000
-72.8620,16.2716,-0.9500,4.0000
-73.0888,16.3054,-0.9500,4.0000
-73.3154,16.3377,-0.9500,4.0000
-73.5421,16.3685,-0.9500,4.0000
-73.7687,16.3977,-0.9500,4.0000
-73.9953,16.4253,-0.9500,4.0000
-74.2219,16.4515,-0.9500,4.0000
-74.4484,16.4760,-0.9500,4.0000
-74.6749,16.4991,-0.9500,4.0000
-74.9014,16.5206,-0.9500,4.0000
-75.1279,16.5406,-0.9500,4.0000
-75.3543,16.5591,-0.9500,4.0000
-75.5807,16.5760,-0.9500,4.0000
-75.8071,16.5914,-0.9500,4.0000
-76.0335,16.6053,-0.9500,4.0000
-76.2599,16.6177,-0.9500,4.0000
-76.4863,16.6286,-0.9500,4.0000
-76.7126,16.6379,-0.9500,4.0000
-76.9389,16.6458,-0.9500,4.0000
-77.1653,16.6521,-0.9500,4.0000
-77.3916,16.6569,-0.9500,4.0000
-77.6179,16.6602,-0.9500,4.0000
-77.8443,16.6620,-0.9500,4.0000
-78.0706,16.6623,-0.9500,4.0000
-78.2969,16.6611,-0.9500,4.0000
-78.5232,16.6583,-0.9500,4.0000
-78.7495,16.6541,-0.9500,4.0000
-78.9759,16.6483,-0.9500,4.0000
-79.2022,16.6410,-0.9500,4.0000
-79.4286,16.6322,-0.9500,4.0000
-79.6549,16.6219,-0.9500,4.0000
-79.8652,16.4491,-0.8113,13.0000
-80.0834,16.3792,-0.7625,13.0000
-80.3072,16.3645,-0.7625,13.0000
-80.5310,16.3484,-0.7625,13.0000
-80.7548,16.3307,-0.7625,13.0000
-80.9787,16.3115,-0.7625,13.0000
-81.2025,16.2907,-0.7625,13.0000
-81.4264,16.2685,-0.7625,13.0000
-81.6504,16.2448,-0.7625,13.0000
-81.8743,16.2195,-0.7625,13.0000
-82.0983,16.1928,-0.7625,13.0000
-82.3223,16.1645,-0.7625,13.0000
-82.5463,16.1347,-0.7625,13.0000
-82.7704,16.1033,-0.7625,13.0000
-82.9945,16.0704,-0.7625,13.0000
-83.2186,16.0360,-0.7625,13.0000
-83.4428,16.0000,-0.7625,13.0000
-83.6670,15.9625,-0.7625,13.0000
-83.8912,15.9235,-0.7625,13.0000
-84.1155,15.8829,-0.7625,13.0000
-84.3398,15.8407,-0.7625,13.0000
-84.5642,15.7970,-0.7625,13.0000
-84.7886,15.7517,-0.7625,13.0000
-85.0131,15.7048,-0.7625,13.0000
-85.2376,15.6563,-0.7625,13.0000
-85.4621,15.6063,-0.7625,13.0000
-85.6867,15.5546,-0.7625,13.0000
